en	hi
pilot going down the escalator##person,person,person,person,handbag,suitcase,suitcase,truck,suitcase	पायलट चलती सीढ़ी से नीचे जा रहा है
window on the building##clock,car,car,car,clock,car,car,car,car,car	भवन पर खिड़की
a napkin in a glass##person,person,person,wine glass,cup,dining table,cup,spoon,bowl,wine glass	एक गिलास में एक नैपकिन
big white truck parked on the side of the road##truck,traffic light,car,traffic light,person	सड़क के किनारे बड़ा सफेद ट्रक खड़ा था
person is riding a bike down the street##person,truck,person,car,car,bicycle,person,traffic light,person,person	व्यक्ति सड़क के नीचे बाइक चला रहा है
Red truck with blue lights on top of roof.##truck,parking meter,truck,person,bus	लाल ट्रक छत के ऊपर नीली रोशनी के साथ।
The design and names on the man's t-shirt.##laptop,bench,person,person,bottle,suitcase	आदमी की टी-शर्ट पर डिजाइन और नाम।
boy wearing a skeleton costume with a white chef's hat##person,frisbee,hair drier,handbag,umbrella,chair	एक सफेद महाराज की टोपी के साथ कंकाल की पोशाक पहने लड़का
Silver white computer screen on the table##tv,keyboard,tv,laptop,keyboard,mouse,person,person,chair,keyboard	टेबल पर सिल्वर व्हाइट कंप्यूटर स्क्रीन
truck is white##person,person,person,person,person,person,handbag,person,person,handbag	ट्रक सफेद है
Assorted tool appliances in a room.##scissors,suitcase,bottle,chair,bottle,bed,spoon,spoon,knife,spoon	एक कमरे में मिश्रित औजार रखें हैं |
Yellow sports utility vehicle##airplane,car,car,person,person,person,bus,person,car,person	पीली स्पोर्ट यूटिलिटी वाहन
Blue and white boat##boat,boat,bicycle,bicycle	नीली और सफेद नाव
A wall on the side of a building##clock,clock,clock,clock	इमारत के किनारे पर एक दीवार
A woman wearing a blue jean jumpsuit.##person,refrigerator,potted plant	एक स्त्री नीले जीन जंपूर्व पहन रही है |
A diesel engine on a bridge##train,train	एक पुल पर एक डीजल इंजन
skateboard in the air##skateboard,person,person,person,person,skateboard,skateboard,skateboard	वायु में स्केटबोर्ड
a bed with a black frame##chair,bed,vase,tv,dining table,bed,chair,potted plant,oven,vase	एक काले फ्रेम के साथ एक बिस्तर
window on the building##clock,person,person,clock,traffic light	भवन पर खिड़की
the basket is empty##person,person,person,banana,bowl,person,person,banana,person,banana	टोकरी खाली है
Tall straw umbrella on beach.##umbrella,person,chair,umbrella,chair,umbrella,umbrella,umbrella,bench,chair	समुद्र तट पर लंबा पुआल छाता।
man holding a white wii controller##person,person,person,person,person,remote,bowl,cup,couch,couch	एक सफेद wii नियंत्रक पकड़े आदमी
Woman with blue hair##person,tie,person,tie,person,person,person,person,person,person	नीले बालों वाली महिला
foot on the ski##person,snowboard	स्की पर पैर
a man wearing a blue shirt##person,person,person,kite,person,person,bus,car,kite,bird	नीली शर्ट पहने एक आदमी
a boy holding a tennis racket##person,tennis racket,person,tennis racket	टेनिस रैकेट पकड़े एक लड़का
a brown and white spotted giraffe##giraffe,giraffe,giraffe	एक भूरे और सफेद धब्बेदार जिराफ
woman standing at airport##person,person,person,person,suitcase,tie,person,person,handbag,suitcase	हवाई अड्डे पर खड़ी महिला
brown horse with a black harness##horse,person,bicycle,bicycle,person,bicycle,bicycle,bicycle,person,bicycle	एक काला दोहन के साथ भूरे रंग का घोड़ा
Engine on a plane.##airplane,person	एक विमान पर इंजन।
ripple on the water##boat,boat	पानी पर लहर
head of the person##person,person,person,pizza,person,bottle,bottle,person,person	व्यक्ति का मुखिया
The boy is on his skateboard.##person,person,person,person,bicycle,bicycle,person,person,person,person	लड़का अपने स्केटबोर्ड पर है।
person wearing blue and white wetsuit##person,person,person,person,person,person,surfboard,person,surfboard,person	नीले और सफेद रंग के कपड़े पहनने वाला व्यक्ति
red double decker bus##person,bus,person,person,traffic light,traffic light,bus,person,stop sign,stop sign	लाल डबल डेकर बस
red and white shirt on man##person,person,person,person,person,tennis racket,tennis racket	आदमी पर लाल और सफेद शर्ट
