en	hi
fine china plate with gold rim##wine glass,dining table,bowl,carrot,carrot,carrot,carrot,carrot,carrot,carrot	सोने रिम के साथ महिन चीन प्लेट
a white alarm clock is on top of the night stand##bed,clock,sink	रात के स्टैंड के ऊपर एक सफेद अलार्म घड़ी है
baseball players sitting in dugout##person,person,person,person,person,person,person,person,person,backpack	डगआउट में बैठे बेसबॉल खिलाड़ी
letter on the wood block##scissors,suitcase,scissors,remote,suitcase	लकड़ी के ब्लॉक पर पत्र
Two butcher block knive sets.##person,dog,oven,bottle,bottle,bottle,bottle,microwave,bottle,bowl	दो कसाई ब्लॉक चाकू सेट।
A sideways rendered date stamp##laptop,remote,tv,book,keyboard,book,suitcase	एक बग़ल में तारीख की मुहर लगी
White second story porch##person,person,horse,horse,horse,horse,person,handbag	दूसरी सफेद कहानी पोर्च
a door on the side of the court##person,sports ball,tennis racket,sports ball	कोर्ट की तरफ एक दरवाजा
a block defining the space for the bench##bench	खंड के लिए स्थान को परिभाषित करने वाला एक ब्लॉक
block of white text##person,baseball bat,person,person,handbag,person,person,tv	सफेद पाठ का खंड
a brown cat is stand##cat,laptop,person,couch,person	एक भूरी बिल्ली खड़ी है
A train is going very fast##train,person,person,person	एक ट्रेन बहुत तेज चल रही है
Red and white Stop sign with characters in a non-English language##stop sign,stop sign,person,motorcycle,stop sign,stop sign,book	गैर-अंग्रेजी भाषा में वर्णों के साथ लाल और सफेद स्टॉप साइन
the shin guard on the players leg##person,sports ball,person,umbrella	खिलाड़ियों के पैर में पिंडली की रक्षा
A tennis player standing in the court##person,person,person,person,person,person,person,person,person,tennis racket	कोर्ट में खड़ा एक टेनिस खिलाड़ी
women waiting to cross##person,person,person,traffic light,traffic light,person,handbag,person,person,handbag	पार करने के लिए इंतजार कर रही महिलाओं
blue tennis court with painted white boundary lines##person,sports ball,tennis racket,baseball glove	नीले रंग की टेनिस कोर्ट जिसमें सफेद बाउंड्री लाइन है
white asphalt with fine lines##person,skateboard,bicycle,bicycle,potted plant,chair,bench,chair,bench	महिन लाइनों के साथ सफेद डामर
date the photo was taken##teddy bear,cat	तारीख फोटो ली गई थी
block of cheese on plate##oven,bottle,wine glass,refrigerator,pizza,dining table,spoon,chair	प्लेट पर पनीर का ब्लॉक
They both are playing on a tennis court.##person,tennis racket,person,tennis racket	वे दोनों एक टेनिस कोर्ट पर खेल रहे हैं।
leaves on tennis court##person,tennis racket,sports ball	टेनिस कोर्ट पर पत्ते
a cross street sign##traffic light,parking meter	एक क्रॉस स्ट्रीट साइन
the net across their court##person,person,tennis racket,person,person,person,person,person,tennis racket,sports ball	उनके दरबार में जाल
