en	bn
a blue cord	একটি নীল কর্ড
Man holding a white frisbee	একটি সাদা ফ্রিসবি রাখা মানুষ
yellow hard plastic skateboard wheels	হলুদ হার্ড প্লাস্টিকের স্কেটবোর্ড চাকা
clock	ঘড়ি
female surfer on sand	বালিতে মহিলা surfer
LOGO NAME OF BUS	বাসের লোগো নাম
A boy watches the elephants.	একটি ছেলে হাতিদের দেখছে।
the engine of a plane	একটি বিমানের ইঞ্জিন
passengers viewing the city from atop a double decker bus	ডাবল ডেকার বাসের উপরে থেকে শহরটি দেখছেন যাত্রীরা
a chandelier hanging from the ceiling	ছাদ থেকে ঝুলন্ত একটি ঝাড়বাতি
the ear of a horse	একটি ঘোড়ার কান
Grass is growing over the train tracks.	ট্রেনের ট্র্যাকগুলির উপরে ঘাস বাড়ছে।
A tan and white horse.	একটি ট্যান এবং সাদা ঘোড়া।
green bananas	সবুজ কলা
snow board	স্নো বোর্ড
this is a woman tennis player	এটি একজন মহিলা টেনিস খেলোয়াড়
a cat on a post	একটি পোস্টে একটি বিড়াল
A lamp with white lamp shade	সাদা প্রদীপের ছায়া সহ একটি প্রদীপ
Umbrella with Coca Cola written on it.	এর উপর কোকা কোলা দিয়ে ছাতা লেখা আছে।
Clementines with a sign stating the price.	দাম উল্লেখ করে একটি চিহ্ন সহ ক্লিমেন্টাইনস।
human legs wearing blue jeans	মানুষের পা নীল জিন্স পরা
this is a cat	এই একটি বিড়াল
woman looks to be wearing a party dress	মহিলা একটি পার্টি পোশাক পরা মনে হচ্ছে
a delisious looking pizza	একটি মজাদার চেহারা পিজ্জা
A guy is skateboarding	একটি লোক স্কেটবোর্ডিং করছে
Laptop on a table	একটি টেবিলে ল্যাপটপ
Person on a board	একটি বোর্ডে ব্যক্তি
A stack of suitcases	স্যুটকেসগুলির একটি স্ট্যাক
Black and white medium sized dog	কালো এবং সাদা মাঝারি আকারের কুকুর
the trunk of the elephant	হাতির ট্রাঙ্ক
a poster attached to a cork board	কর্ক বোর্ডের সাথে সংযুক্ত একটি পোস্টার
Rocky hill with scattered green plants	ছড়িয়ে ছিটিয়ে থাকা সবুজ গাছপালা সহ রকি পাহাড়
white spot on tables	টেবিলের উপর সাদা স্পট
An old man by the building	ভবনের পাশে একজন বৃদ্ধ
A person is skiing.	একজন ব্যক্তি স্কিইং করছে।
head of a person	একজন ব্যক্তির প্রধান
White cup on the plate.	প্লেটে সাদা কাপ।
this is a ball	এটি একটি বল
cat looking out the window	বিড়াল জানালা বাইরে তাকিয়ে
a dog carrying a frisbee	একটি কুকুর একটি ফ্রিসবি বহন করে
Stack of ripe bananas	পাকা কলা স্ট্যাক
A wood bench in a forest	একটি বনের কাঠের বেঞ্চ
large group of people flying kites	ঘুড়ি উড়ছে বড় সংখ্যক লোক
Man on a board	একটি বোর্ডে মানুষ
a large clock tower	একটি বড় ঘড়ি টাওয়ার
a silver and black Apple remote	একটি সিলভার এবং কালো অ্যাপল রিমোট
a person with umbrella	ছাতাওয়ালা একজন
this is a person	এটি একজন ব্যক্তি
a big white storage box	একটি বড় সাদা স্টোরেজ বক্স
set of train tracks	ট্রেন ট্র্যাক সেট
