en	ml
The sky is very overcast	ആകാശം വളരെ മൂടിക്കെട്ടിയ നിലയിലാണ്
red plane	ചുവന്ന വിമാനം
Plane is landing on runway	റൺവേയിൽ വിമാനം ഇറങ്ങുന്നു
a silver water faucet	ഒരു വെള്ളി വെള്ളം കുഴൽ
blue surfboard with logo on it	ലോഗോയുള്ള നീല സർഫ്ബോർഡ്
books on a shelf	ഒരു അലമാരയിലെ പുസ്തകങ്ങൾ
the head of a man	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
a large white candle	ഒരു വലിയ വെളുത്ത മെഴുകുതിരി
A giraffe in the pen.	പേനയിൽ ഒരു ജിറാഫ്.
A thumb with nail polish	നെയിൽ പോളിഷ് ഉള്ള ഒരു തള്ളവിരൽ
apple crisp in a bowl	ഒരു പാത്രത്തിൽ ആപ്പിൾ ശാന്തയുടെ
light hitting the fruit	പഴത്തിൽ തട്ടുന്ന വെളിച്ചം
window on large bus	വലിയ ബസ്സിലെ വിൻഡോ
a sticker on computer	കമ്പ്യൂട്ടറിലെ ഒരു സ്റ്റിക്കർ
CHAIN ON A MOTORCYCLE	ഒരു മോട്ടോർസൈക്കിളിൽ ചങ്ങല
female skier in white snow	വെളുത്ത ഹിമത്തിൽ പെൺ സ്കീയർ
green grass on ground	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
Children playing soccer on a field	കളിക്കളത്തിൽ സോക്കർ കളിക്കുന്ന കുട്ടികൾ
white snow on hill side	കുന്നിൻ വശത്ത് വെളുത്ത മഞ്ഞ്
glass window on train	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
the sharp bird talon	മൂർച്ചയുള്ള പക്ഷി താലോൺ
Two zebras	രണ്ട് സീബ്രകൾ
picture of white hand in photo	പടത്തിലെ വെളുത്ത കൈയുടെ ചിത്രം
The ceiling is the color white	വെളുത്ത നിറമാണ് സീലിംഗ്
man throwing a baseball	മനുഷ്യൻ ഒരു ബേസ്ബോൾ എറിയുന്നു
black button on keyboard	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
pink flower on bush	മുൾപടർപ്പിലെ പിങ്ക് പുഷ്പം
rocks on the water	വെള്ളത്തിൽ പാറകൾ
black dog with floppy ears	ഫ്ലോപ്പി ചെവികളുള്ള കറുത്ത നായ
black shoe on brick road	ഇഷ്ടിക റോഡിൽ കറുത്ത ഷൂ
girl has light hair	പെൺകുട്ടിക്ക് ഇളം മുടിയുണ്ട്
There is a date of 2008 here	2008 ലെ ഒരു തീയതി ഇവിടെയുണ്ട്
a bunch of trees behind the fence.	വേലിക്ക് പിന്നിൽ ഒരു കൂട്ടം മരങ്ങൾ.
person in the crowd	കുഞ്ഞ് ആന
Wheel of a dog crate bike attachment	ഡോഗ് ക്രാറ്റ് ബൈക്ക് യോജിപ്പിക്കുന്നതിന്റെ ചക്രം
Sunglasses on man's head.	മനുഷ്യന്റെ തലയിൽ സൺഗ്ലാസുകൾ.
orange balloon in sky	ഓറഞ്ച് ബലൂൺ ആകാശത്ത്
open toilet in the bathroom	കുളിമുറിയിൽ തുറന്ന ടോയ്‌ലറ്റ്
Two teddy bears	രണ്ട് ടെഡി ബിയറുകൾ
brown bears near tree	മരത്തിന് സമീപം തവിട്ട് കരടികൾ
black spot on giraffe	ജിറാഫിൽ കറുത്ത പുള്ളി
man has brown hat	മനുഷ്യന് തവിട്ട് തൊപ്പി ഉണ്ട്
five yellow Club-Mate crates	അഞ്ച് മഞ്ഞ ക്ലബ്-മേറ്റ് ക്രേറ്റുകൾ
Skiers are together on a hill.	സ്കീയർമാർ ഒരു കുന്നിൻ മുകളിലാണ്.
The snow on the ground is white	നിലത്തെ മഞ്ഞ് വെളുത്തതാണ്
Sceen of a cell phone	ഒരു സെൽ‌ഫോണിന്റെ കാഴ്ച
man doing trick in skate park	സ്കേറ്റ് പാർക്കിൽ മനുഷ്യൻ തന്ത്രം ചെയ്യുന്നു
this is a woman	ചാരനിറത്തിലുള്ള റോഡിന്റെ വശങ്ങളിൽ പച്ച പുല്ലിന്റെ സ്ട്രിപ്പുകൾ
clock	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
a brown wooden bench	ഒരു തവിട്ട് തടി ബെഞ്ച്
head of the giraffe	നിലത്ത് കറുത്ത പുള്ളി
a white colored umbrella	വെളുത്ത നിറമുള്ള കുട
surfboarder in the sea	കടലിൽ സർഫ്ബോർഡർ
a peeled banana being held	ഒരു തൊലി പോയ വാഴപ്പഴം പിടിച്ചിരിക്കുന്നു
Woman cross country skiing.	സ്ത്രീ ക്രോസ്സ് കണ്ട്രി സ്കീയിംഗ് ചെയ്യുന്നു.
The train is casting a shadow	ട്രെയിൻ ഒരു നിഴൽ ഇടുന്നു
a small herd of sheep	ഒരു ചെറിയ കൂട്ടം ആടുകൾ
The woman is sitting in the snow.	സ്ത്രീ ഹിമത്തിൽ ഇരിക്കുന്നു.
Bike laying against a wall	ഒരു മതിലിനു നേരെ ബൈക്ക് വെച്ചിരിക്കുന്നു
This cat has a pair of green eyes	ഈ പൂച്ചയ്ക്ക് ഒരു ജോടി പച്ച കണ്ണുകളുണ്ട്
Woman is at the beach	സ്ത്രീ കടൽത്തീരത്താണ്
baseball player up to bat	ബാറ്റ് ചെയ്യുന്ന ബേസ്ബോൾ കളിക്കാരൻ
baseball in a white uniform	വെളുത്ത യൂണിഫോമിൽ ബേസ്ബോൾ
a landline phone on a black shelf	കറുത്ത ഷെൽഫിലെ ലാൻഡ്‌ലൈൻ ഫോൺ
Toilet with the seat cover down	സീറ്റ് കവർ താഴ്തതിയ ടോയ്‌ലറ്റ്
a toothbrush in a drain	ഒരു അഴുക്ക് ചാലിലെ ടൂത്ത് ബ്രഷ്
A blue sky with clouds	മേഘങ്ങളുള്ള ഒരു നീലാകാശം
laptop computer	ലാപ്ടോപ് കമ്പ്യൂട്ടർ
Laptop and mouse	ലാപ്‌ടോപ്പും മൗസും
the girl is playing tennis	പെൺകുട്ടി ടെന്നീസ് കളിക്കുന്നു
a plastic bottle of water	ഒരു പ്ലാസ്റ്റിക് കുപ്പിയിൽ വെള്ളം
The clock is round.	ക്ലോക്ക് വൃത്താകൃതിയിലാണ്.
a white porcelain toilet	ഒരു കറുത്ത ട്രാഷ് ബാഗ്.
green trees on the hills	കുന്നുകളിൽ പച്ച മരങ്ങൾ
a transparent window	സുതാര്യമായ വിൻഡോ
Boy standing on surfboard	പയ്യൻ സർഫ്ബോർഡിൽ നിൽക്കുന്നു
a reflection of the man	മനുഷ്യന്റെ പ്രതിഫലനം
Kid has blonde hair.	കുട്ടിക്ക് സുന്ദരമായ മുടിയുണ്ട്.
ping pong ball in the air.	പിംഗ് പോംഗ് ബോൾ വായുവിൽ.
white whisker on cat	പൂച്ചയിൽ വെളുത്ത കൃതാവ്
Teenage girl texting on a cell phone	കൗമാരക്കാരിയായ പെൺകുട്ടി ഒരു സെൽ ഫോണിൽ സന്ദേശമയയ്ക്കുന്നു
A surfer in the ocean.	സമുദ്രത്തിൽ ഒരു സർഫർ.
brown spotted giraffe	തവിട്ട് പുള്ളി ജിറാഫ്
White glasses on the girl.	പെൺകുട്ടിക്ക് വെളുത്ത കണ്ണട.
A man with a hat and sunglasses	തൊപ്പിയും സൺഗ്ലാസും ഉള്ള ഒരാൾ
this is a woman	ചാരനിറത്തിലുള്ള റോഡിന്റെ വശങ്ങളിൽ പച്ച പുല്ലിന്റെ സ്ട്രിപ്പുകൾ
flat panel television on entertainment stand	വിനോദ സ്റ്റാൻഡിലെ ഫ്ലാറ്റ് പാനൽ ടെലിവിഷൻ
a wild bird in a woman's hand	സ്ത്രീയുടെ കയ്യിൽ ഒരു കാട്ടു പക്ഷി
window on front of building	കെട്ടിടത്തിന്റെ മുൻവശത്തെ വിൻഡോ
earring hanging from woman's ear	കമ്മൽ സ്ത്രീയുടെ ചെവിയിൽ തൂങ്ങിക്കിടക്കുന്നു
a white clock tower	ഒരു വെളുത്ത ഘടികാര ഗോപുരം
a motorcycle in front a window	ഒരു ജാലകത്തിന് മുന്നിൽ ഒരു മോട്ടോർസൈക്കിൾ
the countertop is empty	കൗണ്ടർടോപ്പ് ശൂന്യമാണ്
green leaf on strawberry	സ്ട്രോബെറിയിൽ പച്ച ഇല
clear blue sky with no clouds	തെളിഞ്ഞ നീലാകാശം മേഘങ്ങളില്ല
grill on the truck.	ട്രക്കിൽ ഗ്രിൽ.
drawing of horse and carriage	കുതിരയുടെയും വണ്ടിയുടെയും ചിത്രം
brown oars in boat	ബോട്ടിൽ തവിട്ട് നിറമുള്ള തുഴകൾ
A white sign with price tag for the vegetable pizza	വെജിറ്റബിൾ പിസ്സയ്‌ക്ക് വിലയുള്ള ഒരു വെളുത്ത ചിഹ്നം
Computer monitor on a wooden table.	ഒരു മരം മേശയിൽ കമ്പ്യൂട്ടർ മോണിറ്റർ.
Body of water	ജലാശയം
a Japanese toilet in the floor	തറയിൽ ഒരു ജാപ്പനീസ് ടോയ്‌ലറ്റ്
Two giraffes in a zoo.	ഒരു മൃഗശാലയിലെ രണ്ട് ജിറാഫുകൾ.
the inside of a residential restroom	ഒരു റെസിഡൻഷ്യൽ വിശ്രമമുറിയുടെ ഉള്ളിൽ
Field of grazing sheep	ആടുകളെ മേയിക്കുന്ന വയൽ
black and yellow meter	കറുപ്പും മഞ്ഞയും മീറ്റർ
Man is eating a hot dog	മനുഷ്യൻ ഒരു ഹോട്ട് ഡോഗ് കഴിക്കുന്നു
The symbol is red and blue.	ചിഹ്നം ചുവപ്പും നീലയുമാണ്.
a male urinal	ഒരു പുരുഷ മൂത്രപ്പുര
person on snowboard mid air	സ്നോബോഡിൽ വായുവിൽ നിൽക്കുന്ന വ്യക്തി
blue wet suit pants on white boy	വെളുത്ത പയ്യന്റെ നീല നനഞ്ഞ സ്യൂട്ട് പാന്റ്സ്
