en	ml
a large concrete block	ഒരു വലിയ കോൺക്രീറ്റ് ബ്ലോക്ക്
a second story railing	രണ്ടാമത്തെ സ്റ്റോറി റെയിലിംഗ്
wood block of knives	കത്തികൾ വെച്ചിട്ടുള്ള തടികട്ട
The water bottle on the stand	സ്റ്റാൻഡിലെ വാട്ടർ ബോട്ടിൽ
lamp stand light	വിളക്ക് സ്റ്റാന്റിലെ ലൈറ്റ്
chinese characters on a red vehicle	ചുവന്ന വാഹനത്തിലെ ചൈനീസ് പ്രതീകങ്ങൾ
green grass as tennis court	പച്ച പുല്ല് ടെന്നീസ് കോർട്ടായി
ball on a tennis court	ഒരു ടെന്നീസ് കോർട്ടിൽ പന്ത്
red white and blue truck is at the fair	ചുവപ്പ് വെള്ള, നീല ട്രക്ക് മേളയിൽ ഉണ്ട്
the players are wearing cleats on their shoes	കളിക്കാർ അവരുടെ ഷൂസിൽ ക്ലീറ്റുകൾ ധരിച്ചിരിക്കുന്നുക്കുന്നു
Small French coffee press.	ചെറിയ ഫ്രഞ്ച് കോഫി പ്രസ്സ്.
Green stand in the snow.	മഞ്ഞു വീണ പച്ച സ്റ്റാന്റ്.
Tall date palm	ഉയരമുള്ള ഈന്തപ്പന
two people stand next to the boat	രണ്ടുപേർ ബോട്ടിന്റെ അരികിൽ നിൽക്കുന്നു
Road block submerged by water	റോഡ് ബ്ലോക്ക് വെള്ളത്തിൽ മുങ്ങി
fine china with flower design	പുഷ്പ രൂപകൽപ്പനയുള്ള ഫൈൻ ചൈന
a cross on the top of the building	കെട്ടിടത്തിന്റെ മുകളിൽ ഒരു കുരിശ്
The man's black shadow on the court	മൈതാനത്തു പുരുഷന്റെ കറുത്ത നിഴൽ
Award for state fair pears	സബർജൻ മേളക്കുള്ള സംസ്ഥാന അവാർഡ്
Baseball player stealing second base	രണ്ടാം ബേസ് മോഷ്ടിക്കുന്ന ബേസ്ബോൾ കളിക്കാരൻ
Brown tennis court floor	ബ്രൗൺ ടെന്നീസ് കോർട്ട് ഫ്ലോർ
stuffed disney characters	സ്റ്റഫ് ചെയ്ത ഡിസ്നി പ്രതീകങ്ങൾ
a fence between the field and players	മൈതാനവും കളിക്കാരും തമ്മിലുള്ള വേലി
white TV stand on floor	വെളുത്ത ടിവി സ്റ്റാൻഡ് തറയിൽ
trunk of elephant forms a C	ആനയുടെ തുമ്പിക്കൈ ഒരു സി പോലിരിക്കുന്നു
The birds are flying fast	പക്ഷികൾ വേഗത്തിൽ പറക്കുന്നു
blue wood life guard stand	നീല വുഡ് ലൈഫ് ഗാർഡ് സ്റ്റാൻഡ്
white springs under mattress	കട്ടിൽ കീഴിൽ വെള്ള സ്പ്രിങ്ങുകൾ
Candle on glass candle stand	ഗ്ലാസ് മെഴുകുതിരി സ്റ്റാൻഡിൽ മെഴുകുതിരി
date and time of photo	ഫോട്ടോയുടെ തീയതിയും സമയവും
white paper with pictures on stand on the table	മേശപ്പുറത്ത് നിൽക്കുന്ന ചിത്രങ്ങളുള്ള വെളുത്ത പേപ്പർ
concrete block near street.	തെരുവിനടുത്തുള്ള കോൺക്രീറ്റ് ബ്ലോക്ക്.
Date stamp of photograph	ഫോട്ടോയുടെ തീയതി സ്റ്റാമ്പ്
line where block fit together	ബ്ലോക്ക് ഒന്നിച്ച് യോജിക്കുന്ന ലൈൻ
A crack on the court	കോർട്ടിൽ ഒരു വിള്ളൽ
red cross with a white background	വെളുത്ത പശ്ചാത്തലമുള്ള ചുവന്ന ക്രോസ്
court attendant sitting in chair	കോർട്ട് അറ്റൻഡന്റ് കസേരയിൽ ഇരിക്കുന്നു
TV on the stand.	സ്റ്റാൻഡിൽ ടിവി.
kids at a fair eating	കുട്ടികൾ മേളയിൽ ഭക്ഷണം കഴിക്കുന്നു
fence around the court.	കളിസ്ഥലത്തിനു ചുറ്റും വേലി.
series of curved forms around body	ശരീരത്തിന് ചുറ്റുമുള്ള വളഞ്ഞ രൂപങ്ങളുടെ ശ്രേണി
White door on second floor	രണ്ടാം നിലയിലെ വെളുത്ത വാതിൽ
yellow numbers showing the date	തീയതി കാണിക്കുന്ന മഞ്ഞ നമ്പറുകൾ
Three women soccer players sitting on a bench.	മൂന്ന് വനിതാ സോക്കർ കളിക്കാർ ബെഞ്ചിലിരിക്കുന്നു
Grey block wall behind woman	സ്ത്രീക്ക് പിന്നിൽ ഗ്രേ ബ്ലോക്ക് മതിൽ
raised cross on top of remote control	റിമോട്ട് നിയന്ത്രണത്തിന് മുകളിൽ ഉയർത്തിയ ക്രോസ്
seats in the stand	സ്റ്റാൻഡിലെ സീറ്റുകൾ
Opponent Reaching Out to block	തടയാൻ എതിരാളി എത്തിച്ചേരുന്നു
Dark colored stand a tv is on.	ഇരുണ്ട നിറമുള്ള സ്റ്റാൻഡിൽ ഒരു ടീവി ഉണ്ട്
Single white line drawn on tennis court	ടെന്നീസ് കോർട്ടിൽ വരച്ച ഒറ്റ വെളുത്ത വര
large orange and green sign giving name and date	പേരും തീയതിയും നൽകുന്ന വലിയ ഓറഞ്ച്, പച്ച ചിഹ്നങ്ങൾ
black shadow on baseball field beneath baseball players feet	ബേസ്ബോൾ കളിക്കാരുടെ കാലുകൾക്ക് താഴെയുള്ള ബേസ്ബോൾ മൈതാനത്തെ കറുത്ത നിഴൽ
Baseball glove on players left hand	കളിക്കാരുടെ ഇടത് കൈയിലെ ബേസ്ബോൾ കയ്യുറ
rocky and rectangular block with openings on dirt	പാറയും ചതുരാകൃതിയിലുള്ളതുമായ ബ്ലോക്ക് അഴുക്കുചാലിലേക്ക് തുറക്കുന്നു
green surface surrounding tennis court	ടെന്നീസ് കോർട്ടിന് ചുറ്റുമുള്ള പച്ച ഉപരിതലം
The motorcycles are going fast	മോട്ടോർ സൈക്കിളുകൾ അതിവേഗം പോകുന്നു
photo date on right	ഫോട്ടോ തീയതി വലതുവശത്ത്
Right ear of the second cat	രണ്ടാമത്തെ പൂച്ചയുടെ വലത് ചെവി
two tennis players wearing black shorts	കറുത്ത ഷോർട്ട്സ് ധരിച്ച രണ്ട് ടെന്നീസ് കളിക്കാർ
Back right foot of the second goat	രണ്ടാമത്തെ ആടിന്റെ വലതു കാൽ
logo on the tennis court	ടെന്നീസ് കോർട്ടിലെ ലോഗോ
the second engine of the train	ട്രെയിനിന്റെ രണ്ടാമത്തെ എഞ്ചിൻ
the stand is stable	തട്ട് സുസ്ഥിരമാണ്
a horse with an english saddle	ഒരു ഇംഗ്ലീഷ് സാഡിലുമായി ഒരു കുതിര
a green court	ഒരു പച്ച കോർട്ട്
the yellow block in the parking stall	പാർക്കിംഗ് സ്റ്റാളിലെ മഞ്ഞ ബ്ലോക്ക്
A table full of fine china.	ഫൈൻ ചൈന നിറഞ്ഞ ഒരു മേശ.
Cube-like cement block out-building with large square door	വലിയ ചതുര വാതിലുള്ള ക്യൂബ് പോലുള്ള സിമന്റ് ബ്ലോക്ക് ഔട്ട്-ബിൽഡിംഗ്
date on the screen	സ്ക്രീനിൽ തീയതി
the stand under the tv	ടിവിയുടെ കീഴിലുള്ള സ്റ്റാന്റ്
child's soft fine brown hair	കുട്ടിയുടെ മൃദുവായ നേർത്ത തവിട്ട് നിറമുള്ള മുടി
date the photo was taken	ഫോട്ടോ എടുത്ത തീയതി
characters apart on stage set	സ്റ്റേജ് സെറ്റിലെ പ്രതീകങ്ങൾ
A ball girl at the back of a tennis court	ഒരു ടെന്നീസ് കോർട്ടിന്റെ പിൻഭാഗത്തുള്ള ഒരു ബോൾ പെൺകുട്ടി
wave is moving fast	തിരമാല അതിവേഗം നീങ്ങുന്നു
woman is behind the white line of a tennis court	ഒരു ടെന്നീസ് കോർട്ടിന്റെ വെളുത്ത വരയ്ക്ക് പിന്നിലാണ് സ്ത്രീ
security forces vehicle with open windows	തുറന്ന ജാലകങ്ങളുള്ള സുരക്ഷാ സേനാ വാഹനം
characters on the edge of the plate	പ്ലേറ്റിന്റെ അരികിലുള്ള പ്രതീകങ്ങൾ
ad on the wall of the court	കോർട്ടിന്റെ ചുമരിൽ പരസ്യം
a white line cross walk.	ഒരു വൈറ്റ് ലൈൻ ക്രോസ് വാക്ക്.
dirty concrete wall behind players	കളിക്കാർക്ക് പിന്നിൽ വൃത്തികെട്ട കോൺക്രീറ്റ് മതിൽ
press board table top	പ്രസ്സ് ബോർഡ് ടേബിൾ ടോപ്പ്
The canvas sits on the stand	ക്യാൻവാസ് സ്റ്റാൻഡിൽ ഇരിക്കുന്നു
