image_idx	en	hi	obj_tags
2329919	blue net around tennis court	टेनिस कोर्ट के आसपास नीला जाल	person,tennis racket
3856	a block paved sidewalk	एक ब्लॉक फुटपाथ	person,car,person,person,car,car,bicycle,person,bicycle,person,person,bicycle,person,person,handbag,bicycle,person,person,handbag,bicycle,person,handbag,bicycle,person,car,bicycle,bicycle
2324562	a orange bottle in stand	स्टैंड में एक नारंगी बोतल	toilet,bottle,sink,sink,chair,sink
2407138	The items of the second rack	दूसरे रैक के आइटम	refrigerator,bottle,bottle,bottle,bottle,bottle,bottle,bottle,refrigerator,bottle,refrigerator,bottle,bottle,bottle
2386894	tan grey fine sand	ताम्र धूसर महिन रेत	person,surfboard,surfboard
285618	fence in back of the court	अदालत के पीछे बाड़	person,tennis racket,apple
2390051	five glass vases on the stand	स्टैंड पर पांच ग्लास के फूलदान	chair,potted plant,cup,cup,vase,dining table,chair,cup,book,bowl,vase,vase,book,bowl,dining table
2337001	white Asian language characters painted on middle of street	सड़क के बीच में चित्रित किया गया सफेद एशियाई भाषा के अक्षर	person,person,bicycle,person,bicycle,bicycle,bicycle,person,bicycle,bicycle,person,bicycle,person,person,stop sign
2409341	second leaf from left	बाएं से दूसरा पत्ता	vase,potted plant,dining table
2364607	white fast logo in corner	कोने में सफेद फास्ट की लोगो	person,snowboard
2356097	a large concrete block	एक बड़ा कंक्रीट ब्लॉक	train,person
2377001	a player on second base	दूसरे बेस पर एक खिलाड़ी	person,person,person,person,baseball bat,person,person,person,person,baseball bat,baseball glove,baseball glove,person,car,baseball bat,person
2389704	fondant characters on cake	केक पर फोन्डेंट से बने पात्र	person,person,person,cake,cake,dog,cake,teddy bear,cake,cake,dining table,kite,cake,cake,cake,cake,banana,donut,cake,cake,banana
2333421	grey characters on a sign	एक संकेत पर धूसर वर्ण	
2328854	Red tie with Peanuts characters	मूंगफली के पात्रों के साथ लाल टाई	person,tie,cat,couch,couch
2413169	press here sticker on paw	"पंजा पर ""यहाँ दबाएं"" स्टिकर"	teddy bear,teddy bear,teddy bear,teddy bear,teddy bear,teddy bear,teddy bear,teddy bear
2350348	a sign in a zoo, written in catalan - spanish – english	एक चिड़ियाघर में एक संकेत जो साह - स्पेनिश - अंग्रेजी में लिखा गया है	person,elephant,giraffe,horse,person,person
150277	White letters and numbers, indicating date and photographer.	श्वेत पत्र और संख्या जो तिथि और फ़ोटोग्राफ़र को दर्शाते हैं।	airplane,airplane,truck,truck,truck,truck,truck,truck,car,truck,car,car,traffic light,car
2367585	window on second level	दूसरे स्तर पर खिड़की	traffic light,traffic light,person,person,traffic light,person,person,person,person,traffic light,person,person,handbag,car
2378871	yellow date and time stamp	पीला तारीख और समय टिकट	person,snowboard,snowboard,person,person,person
2349738	players playing base ball on field	मैदान पर बेस बॉल खेलने वाले खिलाड़ी	person,person,person,baseball glove,person,sports ball
2317376	a black fine tooth comb	एक महिन काले दांत कंघी	knife,dining table
2010	a second daybed in room	दूसरे दिन कमरे में	suitcase,bottle,couch,bottle,backpack,cup,couch,bed,chair
2391590	lots of kick+grab marks on white wall below blurry words of graffiti [likely not in english]	भित्तिचित्रों के धुंधले शब्दों के नीचे सफेद दीवार पर बहुत सारे किक + हड़पने के निशान [अंग्रेजी में नहीं]	person,skateboard,person,bicycle,bicycle,person,bottle,bicycle,person
2403980	people enjoying themselves at the fair	लोग मेले में आनंद ले रहे हैं	person,person,donut,person,donut,person,person,donut,person,donut,person,person,donut,donut,donut,person,donut,tv,person,donut,donut,person,donut,donut,donut,person,person,donut,cake,donut,donut,donut,person,umbrella,donut,donut,umbrella,person,person,person,donut,person,cake,donut,person,donut,person,donut,person,donut,person,umbrella,microwave,donut
2408076	bananas and oranges on fruit stand	फलों के स्टैंड पर केले और संतरे	orange,banana,banana,orange,banana,banana,orange,banana,banana,orange,banana,orange,orange,banana,orange,orange,banana,orange,orange
2374204	A small food stand on wheels.	पहियों पर एक छोटा भोजन स्टैंड।	person,car,bus,car,person,car,car,car,person,person,truck,car,person,car,person,car,car,person,car,umbrella,car,car,car,car,person,truck,car,car,traffic light,truck,car,car,car,person,person,person,umbrella,person,car,car,car
2340682	fine china plate with gold rim	सोने रिम के साथ महिन चीन प्लेट	wine glass,dining table,bowl,carrot,carrot,carrot,carrot,carrot,carrot,carrot,carrot
