en	bn
green leaves on the tree##person,person,person,chair,chair,chair,chair,chair,chair,chair	গাছে সবুজ পাতা
a tree##person,person,person,person,person,person,person,person,person,person	একটি গাছ
A wall on the side of a building##person,person	একটি ভবনের পাশে একটি প্রাচীর
person in a square##person,person,person,person,person,person,person,person,person,person	একটি বর্গাকার ব্যক্তি
A wall on the side of a building##person,person,person,person,person,person,person,skateboard,skateboard,person	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
tire underneath advertisement trailer##car,car,person	বিজ্ঞাপন ট্রেলার নীচে টায়ার
light next to doorway##potted plant,potted plant,potted plant,wine glass,potted plant	দরজার পাশের আলো
roof on a home's entrance##car	একটি বাড়ির প্রবেশদ্বার উপর ছাদ
Two windows on a house##car,person,person,car	একটি বাড়ির দুটি উইন্ডো
red window has a glass panel##potted plant,potted plant,potted plant,potted plant,vase,potted plant,potted plant	লাল উইন্ডোতে একটি গ্লাস প্যানেল রয়েছে
A wall on the side of a building##bench	একটি ভবনের পাশে একটি প্রাচীর
Window of a house##frisbee	একটি বাড়ির জানালা
a red car in front of the house##potted plant,car,potted plant,car,potted plant	বাড়ির সামনে একটি লাল গাড়ি
pane on the window##potted plant,potted plant	উইন্ডোতে ফলক
chimney on a house##potted plant,potted plant,potted plant,potted plant	একটি বাড়িতে চিমনি
A wall on the side of a building##person,chair,potted plant	একটি ভবনের পাশে একটি প্রাচীর
the small stone cottage##potted plant,potted plant,bowl,potted plant,potted plant,potted plant,potted plant,potted plant	ছোট পাথর কুটির
Green patches of lawn##potted plant,potted plant,potted plant,cat,potted plant,vase,potted plant,dog,potted plant,potted plant	লন সবুজ প্যাচ
window on the building##car,truck,truck,person,person	বিল্ডিং উইন্ডো
A wall on the side of a building##bowl,cup,tie	একটি ভবনের পাশে একটি প্রাচীর
silverware on the table##fork,wine glass,fork,knife,wine glass,cake,dining table,fork,knife,cup	টেবিলের সিলভারওয়্যার
this is a towel##cup,bowl,bowl,cup,spoon,bowl,spoon,dining table,spoon,bowl	এটি তোয়ালে
A wall on the side of a building##fork,cup,dining table,knife	একটি ভবনের পাশে একটি প্রাচীর
silverware on the tray##cup,spoon,spoon,fork,knife,dining table,fork,kite	ট্রেতে সিলভারওয়্যার
A butterfly on a pink towel##toothbrush	গোলাপী তোয়ালে একটি প্রজাপতি
Brown plate on top of the orange plate##dining table,cup,dining table,wine glass,potted plant,carrot,dining table,fork,vase,dining table	কমলা প্লেটের উপরে ব্রাউন প্লেট
A wall on the side of a building##fork,cup,knife,dining table,bowl	একটি ভবনের পাশে একটি প্রাচীর
Handle of a coffee cup##cup,wine glass,cup,dining table,cup,wine glass	একটি কফি কাপ হ্যান্ডেল
A wall on the side of a building##book,donut,bowl,book,bowl,bowl,carrot,book,dining table,spoon	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##fork,fork,fork,fork,cup,spoon,dining table,knife,fork,bowl	একটি ভবনের পাশে একটি প্রাচীর
food on a plate##fork,bowl,dining table,cup,carrot	একটি প্লেটে খাবার
Silver detailed butter knife##knife,cup,cup,knife,dining table,fork,bowl	রূপা বিস্তারিত মাখন ছুরি
white shaker in metal brace##wine glass,fork,bowl,cup,dining table,spoon,bowl,wine glass,vase,potted plant	ধাতু ব্রেস সাদা শেকার
three silver forks on a table##bowl,wine glass,wine glass,dining table,wine glass,wine glass,wine glass,knife,wine glass,teddy bear	একটি টেবিলে তিনটি রৌপ্য কাঁটা
napkin on a table##wine glass,wine glass,wine glass,wine glass,fork,spoon,fork,knife,spoon,knife	একটি টেবিলে রুমাল
the candle in the clear votive##wine glass,bottle,fork,wine glass,wine glass,wine glass,dining table,wine glass,bowl,spoon	স্পষ্ট ভোটে মোমবাতি
A wall on the side of a building##couch,couch,potted plant,remote,potted plant,vase,chair,couch	একটি ভবনের পাশে একটি প্রাচীর
yellow post it note pad##laptop,mouse,cup,book,book,book,chair,book,book,book	হলুদ পোস্টে এটি নোট প্যাড
a lamp on the dresser##couch,vase,chair,dining table,chair,potted plant,chair,chair,chair,chair	ড্র্রেসার উপর একটি বাতি
wooden door on cabinet##chair,chair,chair,oven,tv,microwave,vase,potted plant,book,potted plant	মন্ত্রিসভায় কাঠের দরজা
green leaf on the plant##chair,chair,potted plant,chair,potted plant,chair,dining table,person,dining table,dining table	গাছের উপর সবুজ পাতা
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
a brown chair under the table##chair,chair,chair,chair,chair,chair,potted plant,chair,potted plant,dining table	টেবিলের নীচে একটি বাদামী চেয়ার
