en	ml
A white stand mixer##oven,knife,bottle,bottle,bottle,knife,bottle,bottle,microwave,knife	ഒരു വൈറ്റ് സ്റ്റാൻഡ് മിക്സർ
charger stand on a desk##car,car,car,traffic light,car,car,car	ചാർജർ സ്റ്റാന്റ് ഒരു മേശപ്പുറത്ത്
Another stand and its owner##bus,person,person,person,person,bus,person,person	മറ്റൊരു തട്ടും അതിന്റെ ഉടമയും
White lamp shade on tall stand##train,person,person,traffic light,train,traffic light,traffic light,person,person	ഉയരമുള്ള സ്റ്റാൻഡിൽ വെളുത്ത വിളക്കിന്റെ നിഴൽ
Child sitting cross-legged on the floor##cup,hot dog,oven,dining table	കുട്ടി തറയിൽ ചമ്രം പടഞ്ഞിരിക്കുന്നു
the wave moves fast##airplane,truck,airplane	തിരമാല അതിവേഗം നീങ്ങുന്നു
red characters on top of blue building##elephant,person,person,person,bench	നീല കെട്ടിടത്തിന്റെ മുകളിൽ ചുവന്ന പ്രതീകങ്ങൾ
stand of bamboo##person,person,snowboard,snowboard,skis,skis,snowboard,bicycle,skis	മുളയുടെ കൂട്ടം
a purple umbrella with little cartoon characters##person,suitcase,person,person,person,suitcase,bench,remote,person	ചെറിയ കാർട്ടൂൺ പ്രതീകങ്ങളുള്ള പർപ്പിൾ കുട
the players glove is black##person,sheep,person,tie,sheep,sheep,dog,sheep,dog,dog	കളിക്കാരുടെ കയ്യുറ കറുത്തതാണ്
The water bottle on the side of the court.##person,tennis racket	കോർട്ടിന്റെ വശത്തുള്ള വാട്ടർ ബോട്ടിൽ.
fine metal safety netting##bed,bed	മികച്ച മെറ്റൽ സുരക്ഷാ നെറ്റിംഗ്
two lemons together on a block##train,person	ഒരു ബ്ലോക്കിൽ രണ്ട് നാരങ്ങകൾ
ground where bike stand##person,tennis racket,person,person,person,person,person	ബൈക്ക് നിൽക്കുന്ന സ്ഥലം
black lamp with floor stand##person,person,tennis racket,tennis racket,person,person,sports ball,person,person,person	ഫ്ലോർ സ്റ്റാൻഡുള്ള കറുത്ത വിളക്ക്
this shop sells fine ales##person,tennis racket	ഈ ഷോപ്പ് ഫൈൻ എൻസ് വിൽക്കുന്നു
empire near second base##stop sign,person,person,car,person,person	രണ്ടാമത്തെ അടിത്തറയ്ക്ക് സമീപമുള്ള എംപയർ
players watch from the dugout##person,sports ball,tennis racket,car	ഡഗ ഔട്ടിൽ നിന്ന് കളിക്കാർ കാണുന്നു
second animal in the back##airplane	പിന്നിലെ രണ്ടാമത്തെ മൃഗം
Cement block outdoor flooring.##donut,oven,pizza,donut,oven,cake,hot dog	സിമന്റ് ബ്ലോക്ക് ഔട്ട്‌ഡോർ ഫ്ലോറിംഗ്.
The yellow vase on the second shelf on the right.##bicycle,traffic light,traffic light,person,traffic light,traffic light,car,traffic light,person,person	വലതുവശത്തെ രണ്ടാമത്തെ അലമാരയിലെ മഞ്ഞ അലങ്കാരപാത്രം
dirt ground elephants stand on##person,person,tie,teddy bear,tie	അഴുക്ക് നിലത്തു ആനകൾ നിൽക്കുന്നു
the players in the dugout##oven,oven,sink,oven,oven,oven,bench	ഡഗഔട്ടിലെ കളിക്കാർ
adult on a tennis court##airplane	മുതിർന്നയാൾ ഒരു ടെന്നീസ് കോർട്ടിൽ
date stamp on the photo##person,person,person,person,person,person,person,person,tie,person	ഫോട്ടോയിലെ തീയതി സ്റ്റാമ്പ്
the second young lady is wearing capri-style jeans##person,person,remote,remote,remote,remote,couch,couch,chair,chair	രണ്ടാമത്തെ യുവതി കാപ്രി-സ്റ്റൈൽ ജീൻസ് ധരിക്കുന്നു
cross section of fans at baseball game##teddy bear,person,teddy bear,car,teddy bear,teddy bear,bicycle	ബേസ്ബോൾ ഗെയിമിൽ ആരാധകരുടെ ക്രോസ്സ് സെക്ഷൻ
Photo's date stamp.##train,train,person,person,person,person,person	ഫോട്ടോയുടെ തീയതി സ്റ്റാമ്പ്.
person has fair colored skin##person,person,tennis racket	വ്യക്തിക്ക് നല്ല നിറമുള്ള ചർമ്മമുണ്ട്
the players are on a field##person,person,tennis racket,tennis racket,tennis racket,sports ball	കളിക്കാർ ഒരു കളത്തിലാണ്
baseball players white pants##bottle,wine glass,knife,knife,vase,microwave,wine glass,knife,person,remote	ബേസ്ബോൾ കളിക്കാരന്റെ വൈറ്റ് പാന്റ്സ്
fast food soda cups##person,car,car,car,car,car,car,car,car,car	ഫാസ്റ്റ് ഫുഡ് സോഡ കപ്പുകൾ
coca cola international logo, written in english, probably repeated below##person,person,sports ball,person,tennis racket,chair,tennis racket	കൊക്കകോള ഇന്റർനാഷണൽ ലോഗോ, ഇംഗ്ലീഷിൽ എഴുതിയിരിക്കുന്നു, ഒരുപക്ഷേ ചുവടെ ആവർത്തിക്കുന്നു
gate/door to fence surrounding court##person,bed,teddy bear,bottle,chair	കോർട്ടിന് ചുറ്റുമുള്ള വേലിയിലേക്കുള്ള വാതിൽ / വാതിൽ
characters on the sign##laptop,book,book,cell phone,book,dining table	ചിഹ്നത്തിലെ പ്രതീകങ്ങൾ
toy models of buses##person,person,chair,book,book,book,book,bottle,book,book	ബസ്സുകളുടെ കളിപ്പാട്ട മോഡലുകൾ
second story of building holds two balconies##person,person,person,person,person,person,tennis racket,sports ball,tennis racket,tennis racket	കെട്ടിടത്തിന്റെ രണ്ടാമത്തെ സ്റ്റോറിയിൽ രണ്ട് ബാൽക്കണി ഉണ്ട്
the players tennis shoes are white##traffic light,traffic light,traffic light,stop sign,traffic light,traffic light,kite	കളിക്കാരുടെ ടെന്നീസ് ഷൂസ് വെളുത്തതാണ്
players playing base ball on field##person,person,person,bird,dining table,person,person,person,person,bird	കളിക്കാർ ബേസ് ബാൾ കളിക്കുന്നു
Cars moving at a very fast speed##person,traffic light,train,person,person,person,person,person,person,person	വളരെ വേഗതത്തിൽ സഞ്ചരിക്കുന്ന കാറുകൾ
Television set on wooden stand##person,sports ball,tennis racket,sports ball,sports ball,sports ball,sports ball,sports ball,sports ball	തടി സ്റ്റാൻഡിലെ ടെലിവിഷൻ സെറ്റ്
Helmet on the second horse rider.##traffic light,car,fire hydrant,traffic light	രണ്ടാമത്തെ കുതിര സവാരിക്കാരന്റെ ഹെൽമെറ്റ്.
walking so fast person is captured as a blur##banana,banana,banana,banana,banana,banana,banana,banana,banana,banana	വളരെ വേഗത്തിൽ നടക്കുന്നത് ഒരു മങ്ങലായി പിടിക്കപ്പെട്ടു
A white pot on the stand##person,person,baseball bat,baseball glove,person,person,person,person,person,person	സ്റ്റാൻഡിലെ ഒരു വെളുത്ത കലം
a white stand on road##person,oven,cup,tie,microwave,dining table,oven,knife,bowl,oven	റോഡിൽ ഒരു വെളുത്ത സ്റ്റാൻഡ്
a sign in a zoo, written in catalan - spanish – english##person,backpack,cell phone,backpack,bench,handbag,bench,potted plant	മൃഗശാലയിലെ ഒരു അടയാളം, കറ്റാലൻ - സ്പാനിഷ് - ഇംഗ്ലീഷിൽ എഴുതിയിരിക്കുന്നു
small food press on stove##person,person,person,person,clock,person,person,person,person,person	സ്റ്റോവിൽ ചെറിയ ആഹാരം ഉണ്ടാക്കുന്ന അച്ച്
French coffee press##person,tennis racket,chair,person,person,person,person,person,person,person	ഫ്രഞ്ച് കോഫി പ്രസ്സ്
mass sheep and woolcraft fair ribbon##	കൂട്ട ആടുകളും കമ്പിളി ഫെയർ റിബണും
White paper on a black stand##person,tennis racket,person,person	കറുത്ത സ്റ്റാൻഡിൽ വെള്ള പേപ്പർ
curves of forms worn over shoes on snowboard##person,person,person,baseball glove,baseball glove,cell phone,person,potted plant,cell phone,person	സ്നോബോർഡിൽ ഷൂസിന് മുകളിൽ ധരിക്കുന്ന ഫോമുകളുടെ കർവുകൾ
judge on side of court on blue platform##person,person,person,person,bench,baseball glove,person,person,baseball glove,person	നീല പ്ലാറ്റ്ഫോമിലെ കളിസ്ഥലത്തിന്റെ അരികെ വിധികർത്താവ്
part of the ball field with players getting ready to play##person,person,tv,person,tv,tv,person,laptop,person,tv	കളിക്കാർ കളിക്കാൻ തയ്യാറാകുന്ന ബോൾ ഫീൽഡിന്റെ ഒരു ഭാഗം
a cross street sign##person,person,person,baseball bat,baseball glove,person,chair,chair,person,person	ഒരു ക്രോസ്സ് സ്ട്രീറ്റ് ചിഹ്നം
grass grows next to the block##frisbee,person,person,person,person,umbrella	ബ്ലോക്കിന് അടുത്തായി പുല്ല് വളരുന്നു
english flag printed umbrella##car,car,car,car,truck,car,car,truck,truck	ഇംഗ്ലീഷ് പതാക അച്ചടിച്ച കുട
